TRADING_DAY_ID,TP_NAME,RESOURCE_NAME,MAXIMUM_CAPACITY,
20260716,ACNPC,01ACNPC_G01,3.2,
20260716,AREI,01AGROSOL_G01,3.4,
20260716,SNAPBENGT,01AMBUK_U01,37.4,
20260716,SNAPBENGT,01AMBUK_U02,37.3,
20260716,SNAPBENGT,01AMBUK_U03,37.3,
20260716,HEDCORBA,01AMPHAW_G01,8,
20260716,ANDA,01ANDA_G01,72,
20260716,AHC,01ANGAT_A,44.6,
20260716,AHC,01ANGAT_M,99.8,
20260716,APEC,01APEC_G01,25,
20260716,GPS3I,01ARAYSOL_G01,50,
20260716,GPS3I,01ARAYSOL_G02,30.8,
20260716,CSPAM1,01ARAYSOL_G03,30,
20260716,RERI,01ARESOL_G01,37.8,
20260716,NVVOGTARM,01ARMSOL_G01,7.1,
20260716,HEDCORBA,01BAKSIP_G01,12.4,
20260716,NR,01BAKUN_G01,74,
20260716,SSAI,01BALSOL_G01,20,
20260716,BWPC,01BALWIND_G01,22.4,
20260716,CSPANG,01BARBASOL_G01,90,
20260716,1590EC,01BAUANG_GS1,70,
20260716,1590EC,01BAUANG_GS2,70,
20260716,1590EC,01BAUANG_GS3,70,
20260716,SSBI,01BETASOL_G01,17.2,
20260716,HEDCORLAT,01BINENG_G01,19.8,
20260716,HEDCOR,01BINENG_G03,4.5,
20260716,SNAPBENGT,01BINGA_U01,35,
20260716,SNAPBENGT,01BINGA_U02,35,
20260716,SNAPBENGT,01BINGA_U03,35,
20260716,SNAPBENGT,01BINGA_U04,35,
20260716,GSEI,01BONGSOL_G01,19.8,
20260716,BOSUNG,01BOSUNG_G01,1,
20260716,BTN2020,01BT2020_G01,11,
20260716,BATA02,01BT2020_G02,25,
20260716,SPARC2,01BTNSOL_G01,4.8,
20260716,BSEI,01BTSOLEN_BAT,.2,
20260716,BSEI,01BTSOLEN_G01,3.7,
20260716,BGEC,01BUGALSOL_G01,18.6,
20260716,3BEC,01BUGSOL_G01,491.1,
20260716,SIAEC,01BULACSOL_G01,17.2,
20260716,BULACNSE,01BULSOL_G01,15,
20260716,EBWPC,01BURGOS_G01,150,
20260716,EDCSL,01BURGOS_G02,3.4,
20260716,EDCSLP2,01BURGOS_G03,2.2,
20260716,MGC,01BUTAO_G01,1.3,
20260716,FCRV,01CABSOL_G01,8.8,
20260716,CBEC,01CAGBIO_G01,13.5,
20260716,NAREDCO,01CAGYSOL_G01,60,
20260716,CALIBU,01CALIBUNK_G01,27.5,
20260716,SUPREMEPC,01CAPAS_G01,11,
20260716,NLREC,01CAPRIS_G01,81,
20260716,AREC,01CAPRIS_G02,45.1,
20260716,PSALM,01CASECN_U01,82.5,
20260716,PSALM,01CASECN_U02,82.5,
20260716,PVSPI,01CAYBSOL_G01,75.1,
20260716,CIP2,01CIP2_G01,20,
20260716,CSCLARK,01CLASOL_G01,19.1,
20260716,CEC,01CLEANG_G01,10.8,
20260716,UPSI,01CNCEP_BAT,50,
20260716,SOLARPHTC,01CONSOL_G01,82.5,
20260716,G4G,01CORDONSOL_G01,52.7,
20260716,NSEC,01CURSOL_G02,68.7,
20260716,NVVOGTDAL,01DALSOL_G01,5.9,
20260716,SSPC,01DOMSOL_G01,46.2,
20260716,UPSI,01GAMU_BAT,40,
20260716,GFII,01GFII_G01,15.8,
20260716,GIFT,01GIFT_G01,12,
20260716,GIFT2,01GIFT_G02,6,
20260716,GIGASOL3,01GIGSOL_G01,50.5,
20260716,GNPD,01GNPD_U01,668,
20260716,GNPD,01GNPD_U02,668,
20260716,G2REC,01GRGOLD_G01,10.8,
20260716,HGEC,01HYPGRN_G01,10,
20260716,IBEC,01IBEC_G01,18,
20260716,HCC,01IBULAO_G01,6,
20260716,IPOWER,01IPOWER_G01,10.8,
20260716,IPOWER,01IPOWER_G02,10.8,
20260716,UPSI,01LAMAO_BAT,50,
20260716,PVSPI,01LAOSOL_G01,130.2,
20260716,ILSRMC,01LASUER_U01,5.1,
20260716,UPSI,01LIMAY_BAT,40,
20260716,PANASIA,01LIMAY_U01,60,
20260716,PANASIA,01LIMAY_U02,60,
20260716,PANASIA,01LIMAY_U03,60,
20260716,PANASIA,01LIMAY_U04,87,
20260716,PANASIA,01LIMAY_U05,60,
20260716,PANASIA,01LIMAY_U06,60,
20260716,PANASIA,01LIMAY_U07,60,
20260716,PANASIA,01LIMAY_U08,90,
20260716,BKSGEC,01LIMSOL_G01,26.9,
20260716,MAEC,01MAEC_G01,16,
20260716,UPSI,01MAGAPIT_BAT,40,
20260716,SNAP,01MAGAT_BAT,40,
20260716,SNAP,01MAGAT_U01,97,
20260716,SNAP,01MAGAT_U02,97,
20260716,SNAP,01MAGAT_U03,97,
20260716,SNAP,01MAGAT_U04,97,
20260716,BENECOGEN,01MANSOK_G01,3.2,
20260716,NIAMARIS,01MARIS_U01,4.3,
20260716,NIAMARIS,01MARIS_U02,4.3,
20260716,NEXTGEN,01MARSOL_G01,17.6,
20260716,GMEC,01MARVEL_G01,316,
20260716,GMEC,01MARVEL_G02,316,
20260716,FGHPC,01MASIWA_G01,12,
20260716,MRDC,01MATUNO_G01,8.7,
20260716,ME1I,01MEGASOL_G01,41.2,
20260716,MPGC,01MPGC_U01,135,
20260716,MPGC,01MPGC_U02,133,
20260716,MPGC,01MPGC_U03,133,
20260716,MPGC,01MPGC_U04,137,
20260716,MPPC,01MSINLO_BAT,30,
20260716,MPPC,01MSINLO_G01,322.7,
20260716,MPPC,01MSINLO_G02,322.7,
20260716,MPPC,01MSINLO_G03,307.2,
20260716,MPPC,01MSINLO_G04,315,
20260716,NIABAL,01NIABAL_G01,6,
20260716,HEDCORHE,01NMHC_G01,3.9,
20260716,HEDCOR,01NMHC_G03,1.2,
20260716,NEC,01NUEVASOL_G01,30.9,
20260716,NORTHWIND,01NWIND_G01,32.4,
20260716,NWPDC,01NWIND_G02,18.8,
20260716,APREC,01OLONGSOL_G01,172.2,
20260716,NREC,01PASBUSOL_G01,61.2,
20260716,ELPISPP,01PASQSOL_G01,92.4,
20260716,PGBREI,01PAVGSOL_G01,16.2,
20260716,PETRONGEN,01PETRON_G01,141.4,
20260716,PETROSOLR,01PETSOL_G01,44.4,
20260716,PETSOL,01PETSOL_G02,16.5,
20260716,FGHPC,01PNTBNG_U01,60,
20260716,FGHPC,01PNTBNG_U02,60,
20260716,RC,01RASLAG_G01,8.2,
20260716,RCP2,01RASLAG_G02,10.5,
20260716,RC,01RASLAG_G03,13.4,
20260716,RC,01RASLAG_G04,26.4,
20260716,HSABI,01SABANG_G01,14.2,
20260716,SAMALSOLR,01SAMLSOL_G01,35.8,
20260716,PFBSI,01SANMIGSOL_G01,55,
20260716,SHIZEN,01SHIZEN_G01,49.5,
20260716,SJGEC,01SJSOL_G01,15.3,
20260716,HEDCOR,01SLANGN_G01,2.4,
20260716,SMITHBELL,01SMBELL_G01,1.8,
20260716,SMCCPC,01SMC_G01,134,
20260716,SMCCPC,01SMC_G02,134,
20260716,SMCCPC,01SMC_G03,134,
20260716,SMCCPC,01SMC_G04,134,
20260716,RERI,01SNMANSOL_G01,69.9,
20260716,UPSI,01SNMAN_BAT,50,
20260716,SCSEI,01SNMARSOL_G01,308.3,
20260716,SPARC3,01SPABUL_G01,3.8,
20260716,SPDC,01SROQUE_U01,145,
20260716,SPDC,01SROQUE_U02,145,
20260716,SPDC,01SROQUE_U03,145,
20260716,SMEC,01SUAL_G01,600,
20260716,SMEC,01SUAL_G02,600,
20260716,JOBIN,01SUBSOL_G01,85.5,
20260716,JOBIN,01SUPSOL_G01,61.6,
20260716,OSPGC,01S_ENRO_G01,110,
20260716,TERASU,01TERASU_G01,40.1,
20260716,TSPI,01TERRASOL_G01,850,
20260716,TAPOCOR,01TPCBUNK_G01,16.8,
20260716,TRUSTSOLR,01TRUSTBIO_G01,1.7,
20260716,TRUSTSOLR,01TRUSTSOL_G01,15.4,
20260716,TAPGC,01T_ASIA_G01,48,
20260716,UPPCGEN,01UPPC_G01,5,
20260716,VSGPC,01VSGRIP_G01,5.4,
20260716,YHGEI,01YHGRN_G01,13.4,
20260716,SPARC,01ZAMSOL_G01,4.8,
20260716,ECOPARK,02ECOPRK_G01,4,
20260716,ECOPARK2,02ECOTAGA_G01,14.7,
20260716,MMPC,02MMPP_G01,5.1,
20260716,PGEP,02PNGEA_G01,.6,
20260716,PHRI,02PNGYSOL_G01,80.1,
20260716,SPSMNORTH,02SMNRTH_G01,1.2,
20260716,TMOBIL,02TMOBIL_G01,56.9,
20260716,TMOBIL,02TMOBIL_G03,50.1,
20260716,VSEI,02VALSOL_G01,7.4,
20260716,ABSOLUTDI,03ADISOL_G01,1.6,
20260716,GIGAACE4,03ALMNOS_BAT1,20,
20260716,GIGAACE4,03ALMNOS_BAT2,20,
20260716,PMPC,03AVION_U01,47.2,
20260716,PMPC,03AVION_U02,45.8,
20260716,AWOC,03AWOC_G01,53.6,
20260716,EDC,03BACMAN_BAT,20,
20260716,BGI,03BACMAN_U01,60,
20260716,BGI,03BACMAN_U02,60,
20260716,BGI,03BACMAN_U03,20,
20260716,PPDC2,03BALUG_G01,1.1,
20260716,PESI,03BART_G01,1.8,
20260716,BBEC,03BBEC_G01,4.4,
20260716,C9PI,03BOTOCA_G01,23,
20260716,SCPC,03CALACA_G01,239.9,
20260716,SCPC,03CALACA_G02,290,
20260716,C9PI,03CALIRY_G01,37,
20260716,SOLARPHIL,03CALSOL_G01,49.7,
20260716,CALABANGA,03CLABSOL_G01,50,
20260716,PPDC3,03CLBATO_G01,.3,
20260716,CMHEPPC,03COLASI_G01,4,
20260716,EERI,03EERI_G01,420.6,
20260716,EERI,03EERI_G02,421.9,
20260716,EERI,03EERI_G03,419.6,
20260716,SPPC,03ILIJAN_G01,600,
20260716,SPPC,03ILIJAN_G02,600,
20260716,BHC,03INARI_G01,1.6,
20260716,IPHI1,03INGRID_GS1,28,
20260716,IPHI1,03INGRID_GS2,22,
20260716,IPHI1,03INGRID_GS3,22,
20260716,IPHI1,03INGRID_GS4,28,
20260716,IPHI1,03INGRID_GS5,22,
20260716,IPHI1,03INGRID_GS6,28,
20260716,C9PI,03KAL_G01,181.1,
20260716,C9PI,03KAL_G02,181,
20260716,C9PI,03KAL_G03,181.4,
20260716,C9PI,03KAL_G04,185,
20260716,ESCI,03LMHP_G01,1,
20260716,UPSI,03LUMBAN_BAT,50,
20260716,CSBAT1,03LUMBSOL_G01,90,
20260716,CSBAT1,03LUNSOL_G01,50.1,
20260716,BEHMCLLHC,03LWERLAB_G01,1.4,
20260716,MHCI,03MAJAY_G01,2.2,
20260716,.WESM,03MALAYA_G01,300,
20260716,BPC,03MALAYA_G02,130,
20260716,STC,03MARAGSOL_G01,48.1,
20260716,MEC,03MEC_G01,32.9,
20260716,MGI,03MGI_G02,12,
20260716,MGI,03MGPP_G01,20,
20260716,APRI,03MKBN_A,114,
20260716,APRI,03MKBN_B,116,
20260716,APRI,03MKBN_D,40,
20260716,APRI,03MKBN_E,40,
20260716,JNSI,03NAICSOL_G01,5,
20260716,APRI,03ORMAT_G01,3,
20260716,TLI,03PAGBIL_G01,382,
20260716,TLI,03PAGBIL_G02,382,
20260716,PEC,03PAGBIL_G03,420,
20260716,PPDC,03PALAK_G01,1.5,
20260716,BGI,03PALAYAN_G01,24,
20260716,QPPL,03QPPL_G01,400,
20260716,RCBMI,03RCBMI_G01,5.5,
20260716,RCBMI,03RCBMI_G02,5.5,
20260716,SBPLC,03SBPL_G01,455,
20260716,SLPGC,03SLPGC_G01,150,
20260716,SLPGC,03SLPGC_G02,149.6,
20260716,SLTEC,03SLTEC_G01,122,
20260716,SLTEC,03SLTEC_G02,123,
20260716,FNPC,03SNGAB_G01,417.4,
20260716,SOLARACE1,03SOLACE_G01,89.4,
20260716,FGPCSTRA,03STA-RI_G01,263,
20260716,FGPCSTRA,03STA-RI_G02,263,
20260716,FGPCSTRA,03STA-RI_G03,263,
20260716,FGPCSTRA,03STA-RI_G04,263,
20260716,FGPSANLO,03STA-RI_G05,265,
20260716,FGPSANLO,03STA-RI_G06,265,
20260716,BGI,03TANAWON_G01,20.6,
20260716,STC,03TANSOL_G01,48.1,
20260716,APRI,03TGPP_G01,9.7,
20260716,THC,03TIBAG_G01,5.8,
20260716,APRI,03TIWI_A,120,
20260716,APRI,03TIWI_C,106.9,
20260716,UPLAB1,03UPLAB_G01,3.5,
20260716,GTEC,04CLBYBNK_G01,10.9,
20260716,IASCO,04IASMOD_G01,10,
20260716,IASCO,04IASMOD_G02,10,
20260716,IASCO,04IASMOD_G03,15,
20260716,IASCO,04IASMOD_G04,10,
20260716,IASCO,04IASMOD_G05,15,
20260716,IASCO,04IASMOD_G06,10,
20260716,SISPC,04ISIDROSOL_G01,100.5,
20260716,EDC,04LEYTE_A,474.6,
20260716,GCGI,04LGPP_G01,120.5,
20260716,UPSI,04ORMOC_BAT,40,
20260716,PSFLI,04PHSOL_G01,24.4,
20260716,SEPALCO,04SEPSOL_G01,40.5,
20260716,UPSI,04TABAN_BAT,20,
20260716,TAFTSOL,04TAFTSOL_G01,17.5,
20260716,TAFTHEC,04TAFT_G01,15,
20260716,EDC,04TONGO_BAT,10,
20260716,IVIUPPER,04UTH_G01,13.8,
20260716,TPC,05CARMENDPP_U01,10,
20260716,TPC,05CARMENDPP_U02,10,
20260716,TPC,05CARMENDPP_U03,10,
20260716,TEDC,05CARMEN_BAT,24.5,
20260716,CEBUEDC,05CEDC_U01,83.2,
20260716,CEBUEDC,05CEDC_U02,83.4,
20260716,CEBUEDC,05CEDC_U03,83.1,
20260716,CPPC,05CPPC_U01,6.3,
20260716,CPPC,05CPPC_U02,6.3,
20260716,CPPC,05CPPC_U03,6.2,
20260716,CPPC,05CPPC_U04,6.3,
20260716,CPPC,05CPPC_U05,6.3,
20260716,CPPC,05CPPC_U06,6.3,
20260716,CPPC,05CPPC_U07,6.3,
20260716,CPPC,05CPPC_U08,6.3,
20260716,CPPC,05CPPC_U09,6.3,
20260716,CPPC,05CPPC_U10,6.3,
20260716,EAUC,05EAUC_U02,11,
20260716,EAUC,05EAUC_U03,11.5,
20260716,EAUC,05EAUC_U04,11.5,
20260716,KSPC,05KSPC_G01,103,
20260716,KSPC,05KSPC_G02,103,
20260716,TVI,05THVI_U01,169,
20260716,TVI,05THVI_U02,169,
20260716,UPSI,05TOLEDO_BAT,20,
20260716,FTOLEDO,05TOLSOL_G01,48,
20260716,TPC,05TPC_G02,83.6,
20260716,ICS,06AMLA_G01,.9,
20260716,EDC,06BBGPP_G01,4.7,
20260716,BISCOM,06BISCOM_G01,12.7,
20260716,CAB,06CABI_G01,12,
20260716,ASPI,06CALASOL_G01,137.4,
20260716,NISPI,06CARSOL_G01,27.1,
20260716,CENPRI,06CENPRI_U01,4.4,
20260716,CENPRI,06CENPRI_U02,4.4,
20260716,CENPRI,06CENPRI_U03,4.4,
20260716,CENPRI,06CENPRI_U04,6.5,
20260716,CENPRI,06CENPRI_U05,6.5,
20260716,FFHC,06FFHC_G01,9,
20260716,HELIOS,06HELIOS_G01,105,
20260716,HPCO,06HPCO_G01,2,
20260716,HPCO2,06HPCO_G02,9.5,
20260716,SPESCL,06KABAN_BAT,30,
20260716,NISPI2,06MANSOL_G01,40.5,
20260716,MONTESOL,06MNTSOL_G01,14.5,
20260716,EDC,06NASULO_G01,45,
20260716,NNBP,06NTNEGB_G01,25,
20260716,GCGI,06PAL1A_U01,35.2,
20260716,GCGI,06PAL1A_U02,34.8,
20260716,GCGI,06PAL1A_U03,35.3,
20260716,GCGI,06PAL2A_U01,18.8,
20260716,GCGI,06PAL2A_U02,18.9,
20260716,GCGI,06PAL2A_U03,18.9,
20260716,GCGI,06PAL2A_U04,20,
20260716,SACASOL,06SACASL_G01,19.5,
20260716,SACASOLCD,06SACASL_G02,19.8,
20260716,SACASUN,06SACSUN_G01,46.8,
20260716,SCBI,06SCBE_G01,7.4,
20260716,SCBIOPOWR,06SCBIOP_G01,19.5,
20260716,SILAYSPI,06SLYSOL_G01,20,
20260716,CSNO2I,06SLYSOL_G02,30,
20260716,CSNO2I,06SLYSOL_G03,20.1,
20260716,EDC,06SONEG_BAT,10,
20260716,SNBP,06STNEGB_G01,21.9,
20260716,URC,06URC_G01,19.7,
20260716,ARECO,06VISTASOL_G01,50,
