TIME_INTERVAL,REGION_NAME,RESOURCE_NAME,RESOURCE_TYPE,CLEARED_PRICE,
6/16/2026 9:30:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 9:30:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 9:30:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
6/16/2026 9:30:00 PM,MINDANAO,13MACO_BAT,G,32000,
6/16/2026 9:30:00 PM,MINDANAO,13MATIBNK_G01,G,32000,
6/16/2026 9:30:00 PM,MINDANAO,13MPCDIG_G01,G,32000,
6/16/2026 9:30:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/16/2026 9:30:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,04IASMOD_G03,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,04IASMOD_G04,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,04IASMOD_G05,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,04IASMOD_G06,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,05CPPC_U09,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,05EAUC_U03,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,05EAUC_U04,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,05TOLEDO_BAT,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/16/2026 9:30:00 PM,VISAYAS,07UBAY_BAT,G,32000,
6/16/2026 9:35:00 PM,LUZON,01GAMU_BAT,G,32000,
6/16/2026 9:35:00 PM,LUZON,01LIMAY_BAT,G,32000,
6/16/2026 9:35:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/16/2026 9:35:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 9:35:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 9:35:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
6/16/2026 9:35:00 PM,MINDANAO,13MACO_BAT,G,32000,
6/16/2026 9:35:00 PM,MINDANAO,13MATIBNK_G01,G,32000,
6/16/2026 9:35:00 PM,MINDANAO,13MPCDIG_G01,G,32000,
6/16/2026 9:35:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/16/2026 9:35:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,04IASMOD_G03,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,04IASMOD_G04,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,04IASMOD_G05,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,04IASMOD_G06,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,05CPPC_U09,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,05TOLEDO_BAT,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/16/2026 9:35:00 PM,VISAYAS,07UBAY_BAT,G,32000,
6/16/2026 9:40:00 PM,LUZON,01GAMU_BAT,G,32000,
6/16/2026 9:40:00 PM,LUZON,01LIMAY_BAT,G,32000,
6/16/2026 9:40:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/16/2026 9:40:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 9:40:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 9:40:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
6/16/2026 9:40:00 PM,MINDANAO,13MACO_BAT,G,32000,
6/16/2026 9:40:00 PM,MINDANAO,13MATIBNK_G01,G,32000,
6/16/2026 9:40:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/16/2026 9:40:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,04IASMOD_G03,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,04IASMOD_G04,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,04IASMOD_G05,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,04IASMOD_G06,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,05CPPC_U09,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,05TOLEDO_BAT,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/16/2026 9:40:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/16/2026 9:40:00 PM,VISAYAS,07UBAY_BAT,G,32000,
6/16/2026 9:45:00 PM,LUZON,01GAMU_BAT,G,32000,
6/16/2026 9:45:00 PM,LUZON,01LIMAY_BAT,G,32000,
6/16/2026 9:45:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/16/2026 9:45:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 9:45:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 9:45:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
6/16/2026 9:45:00 PM,MINDANAO,13MACO_BAT,G,32000,
6/16/2026 9:45:00 PM,MINDANAO,13MATIBNK_G01,G,32000,
6/16/2026 9:45:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/16/2026 9:45:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,04IASMOD_G03,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,04IASMOD_G04,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,04IASMOD_G05,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,04IASMOD_G06,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,05CPPC_U09,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,05TOLEDO_BAT,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/16/2026 9:45:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/16/2026 9:45:00 PM,VISAYAS,07UBAY_BAT,G,32000,
6/16/2026 9:50:00 PM,LUZON,01LIMAY_BAT,G,32000,
6/16/2026 9:50:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 9:50:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 9:50:00 PM,MINDANAO,11PACERM_G01,G,25000,
6/16/2026 9:50:00 PM,MINDANAO,12PKSFRA_U01,G,25000,
6/16/2026 9:50:00 PM,MINDANAO,13MAGDBNK_U03,G,25000.08,
6/16/2026 9:50:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/16/2026 9:50:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,04IASMOD_G03,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,04IASMOD_G04,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,04IASMOD_G05,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,04IASMOD_G06,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,05CPPC_U09,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,05TOLEDO_BAT,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/16/2026 9:50:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/16/2026 9:50:00 PM,VISAYAS,07UBAY_BAT,G,32000,
6/16/2026 9:55:00 PM,LUZON,01GAMU_BAT,G,32000,
6/16/2026 9:55:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 9:55:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 9:55:00 PM,MINDANAO,12PKSFRA_U01,G,25000,
6/16/2026 9:55:00 PM,MINDANAO,13MAGDBNK_U01,G,22000.08,
6/16/2026 9:55:00 PM,MINDANAO,13MAGDBNK_U02,G,22000.08,
6/16/2026 9:55:00 PM,MINDANAO,13MAGDBNK_U03,G,25000.08,
6/16/2026 9:55:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/16/2026 9:55:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,04IASMOD_G03,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,04IASMOD_G04,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,04IASMOD_G05,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,04IASMOD_G06,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,05CPPC_U09,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,05TOLEDO_BAT,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/16/2026 9:55:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,07UBAY_BAT,G,32000,
6/16/2026 9:55:00 PM,VISAYAS,08STBPB1_U01,G,21917.20,
6/16/2026 9:55:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
6/16/2026 10:00:00 PM,LUZON,01GAMU_BAT,G,32000,
6/16/2026 10:00:00 PM,LUZON,01MAGAT_BAT,G,32000,
6/16/2026 10:00:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 10:00:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 10:00:00 PM,MINDANAO,12PKSFRA_U01,G,25000,
6/16/2026 10:00:00 PM,MINDANAO,13MAGDBNK_U01,G,22000.08,
6/16/2026 10:00:00 PM,MINDANAO,13MAGDBNK_U02,G,22000.08,
6/16/2026 10:00:00 PM,MINDANAO,13MAGDBNK_U03,G,25000.08,
6/16/2026 10:00:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/16/2026 10:00:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,04IASMOD_G03,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,04IASMOD_G04,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,04IASMOD_G05,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,04IASMOD_G06,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,05CPPC_U09,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,05TOLEDO_BAT,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/16/2026 10:00:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,07UBAY_BAT,G,32000,
6/16/2026 10:00:00 PM,VISAYAS,08STBPB1_U01,G,21917.20,
6/16/2026 10:00:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
6/16/2026 10:05:00 PM,LUZON,01MAGAPIT_BAT,G,32000,
6/16/2026 10:05:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 10:05:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 10:05:00 PM,MINDANAO,12NACSUR_G01,G,32000,
6/16/2026 10:05:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/16/2026 10:05:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,04IASMOD_G02,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,04IASMOD_G03,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,04IASMOD_G04,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,04IASMOD_G06,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,05CPPC_U09,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/16/2026 10:05:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/16/2026 10:05:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/16/2026 10:10:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 10:10:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 10:10:00 PM,MINDANAO,09WMPC_U01,G,18200,
6/16/2026 10:10:00 PM,MINDANAO,09WMPC_U04,G,17000,
6/16/2026 10:10:00 PM,MINDANAO,09WMPC_U06,G,18000,
6/16/2026 10:10:00 PM,MINDANAO,09WMPC_U07,G,17200,
6/16/2026 10:10:00 PM,MINDANAO,09WMPC_U08,G,17800,
6/16/2026 10:10:00 PM,MINDANAO,09WMPC_U10,G,17500,
6/16/2026 10:10:00 PM,MINDANAO,12NACSUR_G01,G,32000,
6/16/2026 10:10:00 PM,MINDANAO,12PKSFRA_U01,G,25000,
6/16/2026 10:10:00 PM,MINDANAO,13MAGDBNK_U01,G,22000.08,
6/16/2026 10:10:00 PM,MINDANAO,13MAGDBNK_U02,G,22000.08,
6/16/2026 10:10:00 PM,MINDANAO,13MAGDBNK_U03,G,25000.08,
6/16/2026 10:10:00 PM,MINDANAO,14PKPSOC_G01,G,32000,
6/16/2026 10:10:00 PM,MINDANAO,14SUPKOR_G01,G,32000,
6/16/2026 10:10:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/16/2026 10:10:00 PM,VISAYAS,04IASMOD_G02,G,32000,
6/16/2026 10:10:00 PM,VISAYAS,04IASMOD_G03,G,32000,
6/16/2026 10:10:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/16/2026 10:10:00 PM,VISAYAS,05CARMENDPP_U01,G,21460,
6/16/2026 10:10:00 PM,VISAYAS,05CARMENDPP_U02,G,21460,
6/16/2026 10:10:00 PM,VISAYAS,05CARMENDPP_U03,G,21460,
6/16/2026 10:10:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/16/2026 10:10:00 PM,VISAYAS,05CPPC_U09,G,32000,
6/16/2026 10:10:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/16/2026 10:10:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/16/2026 10:10:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/16/2026 10:10:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/16/2026 10:10:00 PM,VISAYAS,08NABASDPP_U01,G,20738.80,
6/16/2026 10:10:00 PM,VISAYAS,08NABASDPP_U02,G,20738.80,
6/16/2026 10:10:00 PM,VISAYAS,08STBPB1_U01,G,21917.20,
6/16/2026 10:10:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
6/16/2026 10:15:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 10:15:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 10:15:00 PM,MINDANAO,12NACSUR_G01,G,32000,
6/16/2026 10:15:00 PM,MINDANAO,12PKSFRA_U01,G,25000,
6/16/2026 10:15:00 PM,MINDANAO,13MAGDBNK_U01,G,22000.08,
6/16/2026 10:15:00 PM,MINDANAO,13MAGDBNK_U02,G,22000.08,
6/16/2026 10:15:00 PM,MINDANAO,13MAGDBNK_U03,G,25000.08,
6/16/2026 10:15:00 PM,MINDANAO,14SUPKOR_G01,G,25000,
6/16/2026 10:15:00 PM,VISAYAS,04CLBYBNK_G01,G,32000,
6/16/2026 10:15:00 PM,VISAYAS,04IASMOD_G02,G,32000,
6/16/2026 10:15:00 PM,VISAYAS,04IASMOD_G03,G,32000,
6/16/2026 10:15:00 PM,VISAYAS,04ORMOC_BAT,G,32000,
6/16/2026 10:15:00 PM,VISAYAS,05CARMENDPP_U01,G,21460,
6/16/2026 10:15:00 PM,VISAYAS,05CARMENDPP_U02,G,21460,
6/16/2026 10:15:00 PM,VISAYAS,05CARMENDPP_U03,G,21460,
6/16/2026 10:15:00 PM,VISAYAS,05CPPC_U01,G,32000,
6/16/2026 10:15:00 PM,VISAYAS,05CPPC_U09,G,32000,
6/16/2026 10:15:00 PM,VISAYAS,05CPPC_U10,G,32000,
6/16/2026 10:15:00 PM,VISAYAS,06KABAN_BAT,G,32000,
6/16/2026 10:15:00 PM,VISAYAS,07BIDPP_G01,G,28457,
6/16/2026 10:15:00 PM,VISAYAS,07TPLPB4_U04,G,32000,
6/16/2026 10:15:00 PM,VISAYAS,08NABASDPP_U01,G,20738.80,
6/16/2026 10:15:00 PM,VISAYAS,08NABASDPP_U02,G,20738.80,
6/16/2026 10:15:00 PM,VISAYAS,08STBPB1_U01,G,21917.20,
6/16/2026 10:15:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
6/16/2026 10:20:00 PM,LUZON,01SNMAN_BAT,G,32000,
6/16/2026 10:20:00 PM,LUZON,03ALMNOS_BAT2,G,32000,
6/16/2026 10:20:00 PM,MINDANAO,09WMPC_U01,G,18200,
6/16/2026 10:20:00 PM,MINDANAO,09WMPC_U04,G,17000,
6/16/2026 10:20:00 PM,MINDANAO,09WMPC_U06,G,18000,
6/16/2026 10:20:00 PM,MINDANAO,09WMPC_U07,G,17200,
6/16/2026 10:20:00 PM,MINDANAO,09WMPC_U08,G,17800,
6/16/2026 10:20:00 PM,MINDANAO,09WMPC_U09,G,16360,
6/16/2026 10:20:00 PM,MINDANAO,09WMPC_U10,G,17500,
6/16/2026 10:20:00 PM,MINDANAO,10GNPK_U01,G,16800,
6/16/2026 10:20:00 PM,MINDANAO,10GNPK_U02,G,16800,
6/16/2026 10:20:00 PM,MINDANAO,10GNPK_U03,G,16800,
6/16/2026 10:20:00 PM,MINDANAO,12PKSFRA_U01,G,25000,
6/16/2026 10:20:00 PM,MINDANAO,12TM2_U02,G,16000,
