TIME_INTERVAL,REGION_NAME,RESOURCE_NAME,RESOURCE_TYPE,CLEARED_PRICE,
8/14/2026 12:25:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
8/14/2026 12:25:00 PM,VISAYAS,08STBPB1_U04,G,21917.20,
8/14/2026 12:30:00 PM,LUZON,01BARBASOL_G01,G,0,
8/14/2026 12:30:00 PM,LUZON,01BINGA_U01,G,87.50,
8/14/2026 12:30:00 PM,LUZON,01BUGSOL_G01,G,0,
8/14/2026 12:30:00 PM,LUZON,01BULACSOL_G01,G,0,
8/14/2026 12:30:00 PM,LUZON,01CONSOL_G01,G,0,
8/14/2026 12:30:00 PM,LUZON,01PASBUSOL_G01,G,0,
8/14/2026 12:30:00 PM,LUZON,01TERRASOL_G01,G,0,
8/14/2026 12:30:00 PM,LUZON,03EERI_G01,G,0,
8/14/2026 12:30:00 PM,LUZON,03EERI_G02,G,11000,
8/14/2026 12:30:00 PM,LUZON,03LUMBSOL_G01,G,0,
8/14/2026 12:30:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
8/14/2026 12:30:00 PM,MINDANAO,09WMPC_U02,G,32000,
8/14/2026 12:30:00 PM,MINDANAO,09WMPC_U06,G,31100,
8/14/2026 12:30:00 PM,MINDANAO,09WMPC_U07,G,31200,
8/14/2026 12:30:00 PM,MINDANAO,09WMPC_U08,G,31600,
8/14/2026 12:30:00 PM,MINDANAO,09WMPC_U09,G,30890,
8/14/2026 12:30:00 PM,MINDANAO,09WMPC_U10,G,31400,
8/14/2026 12:30:00 PM,MINDANAO,10GNPK_U01,G,16800,
8/14/2026 12:30:00 PM,MINDANAO,10GNPK_U03,G,5500,
8/14/2026 12:30:00 PM,MINDANAO,10GNPK_U04,G,16800,
8/14/2026 12:30:00 PM,MINDANAO,10IDP1_U05,G,0,
8/14/2026 12:30:00 PM,MINDANAO,11FDC_U01,G,3244.50,
8/14/2026 12:30:00 PM,MINDANAO,11FDC_U02,G,3244.50,
8/14/2026 12:30:00 PM,MINDANAO,11FDC_U03,G,3244.50,
8/14/2026 12:30:00 PM,MINDANAO,11KEGMAR_G01,G,3700,
8/14/2026 12:30:00 PM,MINDANAO,11MNRGY_G02,G,10000,
8/14/2026 12:30:00 PM,MINDANAO,11NBPC_G01,G,23000,
8/14/2026 12:30:00 PM,MINDANAO,11PACERM_G01,G,25000,
8/14/2026 12:30:00 PM,MINDANAO,11PULA4_U01,G,31750,
8/14/2026 12:30:00 PM,MINDANAO,12NACSUR_G01,G,32000,
8/14/2026 12:30:00 PM,MINDANAO,12PKSFRA_U01,G,32000,
8/14/2026 12:30:00 PM,MINDANAO,12PKSFRA_U02,G,32000,
8/14/2026 12:30:00 PM,MINDANAO,12TM2_U01,G,0,
8/14/2026 12:30:00 PM,MINDANAO,13DCPP_U01,G,-1,
8/14/2026 12:30:00 PM,MINDANAO,13DCPP_U02,G,-1,
8/14/2026 12:30:00 PM,MINDANAO,13MAGDBNK_U01,G,14100.08,
8/14/2026 12:30:00 PM,MINDANAO,13MAGDBNK_U02,G,14100.08,
8/14/2026 12:30:00 PM,MINDANAO,13MAGDBNK_U03,G,14100.08,
8/14/2026 12:30:00 PM,MINDANAO,13TM1_U01,G,-1,
8/14/2026 12:30:00 PM,MINDANAO,14SARANG_U01,G,4122,
8/14/2026 12:30:00 PM,MINDANAO,14SARANG_U02,G,3654,
8/14/2026 12:30:00 PM,MINDANAO,14TANTASOL_G01,G,0,
8/14/2026 12:30:00 PM,VISAYAS,04ISIDROSOL_G01,G,0,
8/14/2026 12:30:00 PM,VISAYAS,05CARMENDPP_U01,G,23509.30,
8/14/2026 12:30:00 PM,VISAYAS,05CEDC_U02,G,4040,
8/14/2026 12:30:00 PM,VISAYAS,05CEDC_U03,G,8600,
8/14/2026 12:30:00 PM,VISAYAS,05CPPC_U04,G,0,
8/14/2026 12:30:00 PM,VISAYAS,05CPPC_U08,G,0,
8/14/2026 12:30:00 PM,VISAYAS,05CPPC_U10,G,0,
8/14/2026 12:30:00 PM,VISAYAS,05EAUC_U02,G,-1,
8/14/2026 12:30:00 PM,VISAYAS,05EAUC_U03,G,-1,
8/14/2026 12:30:00 PM,VISAYAS,05EAUC_U04,G,-1,
8/14/2026 12:30:00 PM,VISAYAS,05TPC_G02,G,4230,
8/14/2026 12:30:00 PM,VISAYAS,06PAL1A_U03,G,0,
8/14/2026 12:30:00 PM,VISAYAS,06PAL2A_U03,G,0,
8/14/2026 12:30:00 PM,VISAYAS,06SLYSOL_G02,G,0,
8/14/2026 12:30:00 PM,VISAYAS,06SLYSOL_G03,G,0,
8/14/2026 12:30:00 PM,VISAYAS,07BDPP_U03,G,3100,
8/14/2026 12:30:00 PM,VISAYAS,07BDPP_U04,G,3000,
8/14/2026 12:30:00 PM,VISAYAS,08NABASDPP_U01,G,25619.20,
8/14/2026 12:30:00 PM,VISAYAS,08PDPP3_E,G,2000,
8/14/2026 12:30:00 PM,VISAYAS,08PDPP3_G,G,4000,
8/14/2026 12:30:00 PM,VISAYAS,08PDPP3_H,G,3000,
8/14/2026 12:30:00 PM,VISAYAS,08PEDC_U01,G,4960,
8/14/2026 12:30:00 PM,VISAYAS,08PEDC_U02,G,4960,
8/14/2026 12:30:00 PM,VISAYAS,08PEDC_U03,G,9110,
8/14/2026 12:30:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
8/14/2026 12:30:00 PM,VISAYAS,08STBPB1_U04,G,21917.20,
8/14/2026 12:35:00 PM,LUZON,03EERI_G02,G,11000,
8/14/2026 12:35:00 PM,MINDANAO,09WMPC_U06,G,31100,
8/14/2026 12:35:00 PM,MINDANAO,09WMPC_U07,G,31200,
8/14/2026 12:35:00 PM,MINDANAO,09WMPC_U08,G,31600,
8/14/2026 12:35:00 PM,MINDANAO,09WMPC_U09,G,30890,
8/14/2026 12:35:00 PM,MINDANAO,09WMPC_U10,G,31400,
8/14/2026 12:35:00 PM,MINDANAO,10GNPK_U01,G,26000,
8/14/2026 12:35:00 PM,MINDANAO,10GNPK_U03,G,6000,
8/14/2026 12:35:00 PM,MINDANAO,10GNPK_U04,G,16800,
8/14/2026 12:35:00 PM,MINDANAO,11FDC_U01,G,3244.50,
8/14/2026 12:35:00 PM,MINDANAO,11FDC_U02,G,3244.50,
8/14/2026 12:35:00 PM,MINDANAO,11FDC_U03,G,3244.50,
8/14/2026 12:35:00 PM,MINDANAO,11KEGMAR_G01,G,3700,
8/14/2026 12:35:00 PM,MINDANAO,11MNRGY_G02,G,10000,
8/14/2026 12:35:00 PM,MINDANAO,11NBPC_G01,G,23000,
8/14/2026 12:35:00 PM,MINDANAO,11PACERM_G01,G,25000,
8/14/2026 12:35:00 PM,MINDANAO,12NACSUR_G01,G,32000,
8/14/2026 12:35:00 PM,MINDANAO,12PKSFRA_U01,G,32000,
8/14/2026 12:35:00 PM,MINDANAO,12PKSFRA_U02,G,32000,
8/14/2026 12:35:00 PM,MINDANAO,13MAGDBNK_U01,G,14100.08,
8/14/2026 12:35:00 PM,MINDANAO,13MAGDBNK_U02,G,14100.08,
8/14/2026 12:35:00 PM,MINDANAO,13MAGDBNK_U03,G,14100.08,
8/14/2026 12:35:00 PM,MINDANAO,14SARANG_U01,G,4122,
8/14/2026 12:35:00 PM,MINDANAO,14SARANG_U02,G,3654,
8/14/2026 12:35:00 PM,VISAYAS,05CARMENDPP_U01,G,23509.30,
8/14/2026 12:35:00 PM,VISAYAS,05CEDC_U02,G,4040,
8/14/2026 12:35:00 PM,VISAYAS,05CEDC_U03,G,8600,
8/14/2026 12:35:00 PM,VISAYAS,05TPC_G02,G,4230,
8/14/2026 12:35:00 PM,VISAYAS,07BDPP_U03,G,3100,
8/14/2026 12:35:00 PM,VISAYAS,07BDPP_U04,G,3000,
8/14/2026 12:35:00 PM,VISAYAS,08NABASDPP_U01,G,25619.20,
8/14/2026 12:35:00 PM,VISAYAS,08PDPP3_E,G,2000,
8/14/2026 12:35:00 PM,VISAYAS,08PDPP3_G,G,4000,
8/14/2026 12:35:00 PM,VISAYAS,08PDPP3_H,G,3000,
8/14/2026 12:35:00 PM,VISAYAS,08PEDC_U01,G,4960,
8/14/2026 12:35:00 PM,VISAYAS,08PEDC_U02,G,4960,
8/14/2026 12:35:00 PM,VISAYAS,08PEDC_U03,G,4580,
8/14/2026 12:35:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
8/14/2026 12:35:00 PM,VISAYAS,08STBPB1_U04,G,21917.20,
8/14/2026 12:40:00 PM,LUZON,03EERI_G02,G,11000,
8/14/2026 12:40:00 PM,MINDANAO,09SANGALI_BAT,G,32000,
8/14/2026 12:40:00 PM,MINDANAO,09WMPC_U02,G,32000,
8/14/2026 12:40:00 PM,MINDANAO,09WMPC_U06,G,31100,
8/14/2026 12:40:00 PM,MINDANAO,09WMPC_U07,G,31200,
8/14/2026 12:40:00 PM,MINDANAO,09WMPC_U08,G,31600,
8/14/2026 12:40:00 PM,MINDANAO,09WMPC_U09,G,30890,
8/14/2026 12:40:00 PM,MINDANAO,09WMPC_U10,G,31400,
8/14/2026 12:40:00 PM,MINDANAO,10GNPK_U01,G,26000,
8/14/2026 12:40:00 PM,MINDANAO,10GNPK_U03,G,6000,
8/14/2026 12:40:00 PM,MINDANAO,10GNPK_U04,G,16800,
8/14/2026 12:40:00 PM,MINDANAO,11FDC_U01,G,3244.50,
8/14/2026 12:40:00 PM,MINDANAO,11FDC_U02,G,3244.50,
8/14/2026 12:40:00 PM,MINDANAO,11FDC_U03,G,3244.50,
8/14/2026 12:40:00 PM,MINDANAO,11KEGMAR_G01,G,3700,
8/14/2026 12:40:00 PM,MINDANAO,11MNRGY_G02,G,10000,
8/14/2026 12:40:00 PM,MINDANAO,11NBPC_G01,G,23000,
8/14/2026 12:40:00 PM,MINDANAO,11PACERM_G01,G,25000,
8/14/2026 12:40:00 PM,MINDANAO,11PULA4_U01,G,31750,
8/14/2026 12:40:00 PM,MINDANAO,12NACSUR_G01,G,32000,
8/14/2026 12:40:00 PM,MINDANAO,12PKSFRA_U01,G,32000,
8/14/2026 12:40:00 PM,MINDANAO,12PKSFRA_U02,G,32000,
8/14/2026 12:40:00 PM,MINDANAO,13MAGDBNK_U01,G,14100.08,
8/14/2026 12:40:00 PM,MINDANAO,13MAGDBNK_U02,G,14100.08,
8/14/2026 12:40:00 PM,MINDANAO,13MAGDBNK_U03,G,14100.08,
8/14/2026 12:40:00 PM,MINDANAO,14SARANG_U01,G,4122,
8/14/2026 12:40:00 PM,MINDANAO,14SARANG_U02,G,3654,
8/14/2026 12:40:00 PM,VISAYAS,05CARMENDPP_U01,G,23509.30,
8/14/2026 12:40:00 PM,VISAYAS,05CEDC_U02,G,4040,
8/14/2026 12:40:00 PM,VISAYAS,05CEDC_U03,G,8600,
8/14/2026 12:40:00 PM,VISAYAS,05TPC_G02,G,4230,
8/14/2026 12:40:00 PM,VISAYAS,07BDPP_U03,G,3100,
8/14/2026 12:40:00 PM,VISAYAS,07BDPP_U04,G,3000,
8/14/2026 12:40:00 PM,VISAYAS,08NABASDPP_U01,G,25619.20,
8/14/2026 12:40:00 PM,VISAYAS,08PDPP3_E,G,2000,
8/14/2026 12:40:00 PM,VISAYAS,08PDPP3_G,G,4000,
8/14/2026 12:40:00 PM,VISAYAS,08PDPP3_H,G,3000,
8/14/2026 12:40:00 PM,VISAYAS,08PEDC_U01,G,4960,
8/14/2026 12:40:00 PM,VISAYAS,08PEDC_U02,G,4960,
8/14/2026 12:40:00 PM,VISAYAS,08PEDC_U03,G,4580,
8/14/2026 12:40:00 PM,VISAYAS,08STBPB1_U02,G,21917.20,
8/14/2026 12:40:00 PM,VISAYAS,08STBPB1_U04,G,21917.20,
EOF
