RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,COMMODITY_TYPE,PRICE,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CVIS,Dr,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CMIN,Dr,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CLUZ,Dr,100.02,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CMIN,Fr,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CVIS,Fr,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CLUZ,Fr,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CVIS,Rd,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CMIN,Rd,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CLUZ,Rd,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CVIS,Ru,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CLUZ,Ru,0,
4/20/2026,RTD,4/20/2026 12:05:00 AM,CMIN,Ru,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CLUZ,Dr,100.02,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CVIS,Dr,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CMIN,Dr,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CVIS,Fr,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CLUZ,Fr,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CMIN,Fr,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CLUZ,Rd,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CVIS,Rd,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CMIN,Rd,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CLUZ,Ru,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CMIN,Ru,0,
4/20/2026 12:05:00 AM,RTD,4/20/2026 12:10:00 AM,CVIS,Ru,0,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CVIS,Dr,0,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CMIN,Dr,0,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CLUZ,Dr,100.02,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CMIN,Fr,0,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CVIS,Fr,0,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CLUZ,Fr,0,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CVIS,Rd,0,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CMIN,Rd,0,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CLUZ,Rd,119.47,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CVIS,Ru,0,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CLUZ,Ru,0,
4/20/2026 12:10:00 AM,RTD,4/20/2026 12:15:00 AM,CMIN,Ru,0,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CVIS,Dr,0,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CMIN,Dr,0,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CLUZ,Dr,100.02,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CMIN,Fr,0,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CVIS,Fr,0,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CLUZ,Fr,0,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CVIS,Rd,8.04,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CMIN,Rd,0,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CLUZ,Rd,130.71,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CVIS,Ru,0,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CLUZ,Ru,0,
4/20/2026 12:15:00 AM,RTD,4/20/2026 12:20:00 AM,CMIN,Ru,0,
4/20/2026 12:20:00 AM,RTD,4/20/2026 12:25:00 AM,CVIS,Dr,0,
4/20/2026 12:20:00 AM,RTD,4/20/2026 12:25:00 AM,CMIN,Dr,0,
4/20/2026 12:20:00 AM,RTD,4/20/2026 12:25:00 AM,CLUZ,Dr,100.02,
