RUN_TIME,MKT_TYPE,TIME_INTERVAL,REGION_NAME,COMMODITY_TYPE,PRICE,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CVIS,Dr,0,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CMIN,Dr,0,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CLUZ,Dr,900.08,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CMIN,Fr,0,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CVIS,Fr,0,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CLUZ,Fr,0.02,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CVIS,Rd,0,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CMIN,Rd,0,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CLUZ,Rd,0,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CVIS,Ru,1608.80,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CLUZ,Ru,0,
4/11/2026,RTD,4/11/2026 12:05:00 AM,CMIN,Ru,0,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CVIS,Dr,0,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CMIN,Dr,0,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CLUZ,Dr,900.08,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CMIN,Fr,0,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CVIS,Fr,0,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CLUZ,Fr,0.02,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CVIS,Rd,0,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CMIN,Rd,0,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CLUZ,Rd,0,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CVIS,Ru,1405.06,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CLUZ,Ru,0,
4/11/2026 12:05:00 AM,RTD,4/11/2026 12:10:00 AM,CMIN,Ru,0,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CVIS,Dr,0,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CMIN,Dr,0,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CLUZ,Dr,900.08,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CMIN,Fr,0,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CVIS,Fr,0,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CLUZ,Fr,0.02,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CVIS,Rd,0,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CMIN,Rd,0,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CLUZ,Rd,0,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CVIS,Ru,1404.07,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CLUZ,Ru,0,
4/11/2026 12:10:00 AM,RTD,4/11/2026 12:15:00 AM,CMIN,Ru,0,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CVIS,Dr,0,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CMIN,Dr,0,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CLUZ,Dr,900.08,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CMIN,Fr,0,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CVIS,Fr,0,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CLUZ,Fr,0.02,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CVIS,Rd,0,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CMIN,Rd,0,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CLUZ,Rd,0,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CVIS,Ru,509.59,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CLUZ,Ru,0,
4/11/2026 12:15:00 AM,RTD,4/11/2026 12:20:00 AM,CMIN,Ru,0,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CVIS,Dr,0,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CMIN,Dr,0,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CLUZ,Dr,900.08,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CMIN,Fr,0,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CVIS,Fr,0,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CLUZ,Fr,0.02,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CVIS,Rd,0,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CMIN,Rd,0,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CLUZ,Rd,0,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CVIS,Ru,1385.57,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CLUZ,Ru,0,
4/11/2026 12:20:00 AM,RTD,4/11/2026 12:25:00 AM,CMIN,Ru,0,
4/11/2026 12:25:00 AM,RTD,4/11/2026 12:30:00 AM,CVIS,Dr,0,
4/11/2026 12:25:00 AM,RTD,4/11/2026 12:30:00 AM,CMIN,Dr,0,
4/11/2026 12:25:00 AM,RTD,4/11/2026 12:30:00 AM,CLUZ,Dr,900.08,
4/11/2026 12:25:00 AM,RTD,4/11/2026 12:30:00 AM,CMIN,Fr,0,
4/11/2026 12:25:00 AM,RTD,4/11/2026 12:30:00 AM,CVIS,Fr,0,
4/11/2026 12:25:00 AM,RTD,4/11/2026 12:30:00 AM,CLUZ,Fr,0.02,
4/11/2026 12:25:00 AM,RTD,4/11/2026 12:30:00 AM,CVIS,Rd,0,
4/11/2026 12:25:00 AM,RTD,4/11/2026 12:30:00 AM,CMIN,Rd,0,
